movieid,year,isEnglish,country,runningtime,genres,avg_rating,num_ratings,is_a_hit,number_actors,actor_quality,director_quality,director_revenue,director_number
2288257,4,T,USA,1,Comedy,3.1194029850746268,67.0,0,many,low,low,high,single
2288625,3,T,USA,1,Documentary,4.1875923190546525,677.0,1,many,high,high,high,single
2288828,3,T,USA,1,Action,4.477914842817349,2513.0,1,many,high,high,high,single
2288908,2,T,USA,0,Crime,3.0,3.0,0,few,high,high,low,single
2288969,2,T,USA,0,Drama,3.764705882352941,17.0,0,few,high,high,low,single
2289039,4,T,USA,1,Drama,4.053383458646617,1330.0,1,many,high,high,high,single
2289215,4,T,UK,0,Comedy,3.5,2.0,0,many,high,high,low,single
2289279,3,T,UK,1,Action,2.78125,32.0,0,many,low,low,high,single
2289300,4,T,USA,0,Comedy,4.02092050209205,1434.0,1,many,high,high,high,multiple
2290129,4,T,USA,1,Action,2.3421926910299,301.0,1,few,low,low,high,single
2290136,4,T,USA,1,Action,2.825436408977556,401.0,1,few,low,low,high,single
2290316,4,F,other,1,Action,4.26890756302521,357.0,1,many,high,high,low,single
2290489,4,T,USA,1,Drama,2.328,250.0,1,many,low,high,high,single
2290562,4,F,other,0,Drama,3.938461538461538,65.0,0,few,high,high,low,single
2290793,4,T,USA,1,Crime,3.478723404255319,564.0,1,many,high,high,high,single
2291501,4,T,USA,1,Horror,,,0,few,low,low,low,single
2291903,4,T,other,1,Horror,3.111111111111111,171.0,1,few,high,low,high,single
2291994,2,T,USA,0,Crime,3.4285714285714284,14.0,0,few,high,high,low,single
2292109,4,T,UK,0,Other,2.4838709677419355,31.0,0,many,low,low,low,single
2292470,4,T,USA,0,Horror,3.475806451612903,248.0,1,few,high,high,low,single
2292610,4,T,USA,1,Comedy,,,0,few,low,low,low,single
2292773,4,T,USA,1,Comedy,2.590909090909091,66.0,0,many,low,low,high,single
2292920,4,T,USA,1,Comedy,3.70814479638009,442.0,1,many,high,low,high,single
2293200,4,T,USA,1,Comedy,3.154205607476636,428.0,1,few,low,low,high,single
2293416,2,T,USA,1,Other,4.476190476190476,1050.0,1,few,high,high,low,single
2293483,3,F,other,0,Horror,1.6666666666666667,3.0,0,few,high,high,low,single
2293500,2,T,USA,1,Drama,4.204663212435233,386.0,1,few,high,high,low,single
2293587,2,T,USA,1,Drama,3.922885572139304,402.0,1,few,high,high,low,single
2293915,4,T,USA,0,Comedy,3.4,15.0,0,many,low,low,low,single
2294497,4,T,USA,1,Crime,3.1559633027522938,109.0,0,many,low,low,high,single
2294518,3,T,USA,1,Action,3.2757894736842106,475.0,1,many,low,low,high,single
2294990,4,T,USA,1,Crime,3.856589147286822,258.0,1,few,high,high,high,single
2295106,4,T,other,0,Action,2.4814814814814814,189.0,1,few,low,low,low,single
2295575,3,T,USA,1,Documentary,3.474418604651163,215.0,1,many,high,high,high,single
2296145,4,F,France,0,Horror,3.2857142857142856,7.0,0,few,high,high,low,single
2296438,4,T,USA,0,Documentary,4.0,4.0,0,few,high,high,low,single
2296667,4,T,USA,1,Action,2.7681660899653977,289.0,1,many,low,high,high,single
2296892,3,F,other,1,Adventure,3.272727272727273,11.0,0,many,high,high,low,single
2296987,4,T,other,0,Drama,3.0,1.0,0,few,low,low,low,single
2297049,4,T,USA,1,Comedy,2.833333333333333,12.0,0,few,high,high,low,single
2297404,4,T,USA,1,Documentary,3.924485125858124,437.0,1,many,high,high,high,single
2297836,4,T,USA,1,Comedy,2.870967741935484,248.0,1,many,low,low,high,single
2298189,4,T,USA,0,Comedy,1.9142857142857144,35.0,0,few,low,low,low,single
2298460,3,T,USA,0,Comedy,3.683089214380826,751.0,1,many,high,high,low,single
2298603,4,T,USA,0,Comedy,2.150943396226415,53.0,0,many,low,low,low,single
2298717,3,T,UK,1,Horror,3.985507246376812,69.0,0,few,high,high,high,single
2298804,4,T,USA,1,Drama,4.115131578947368,304.0,1,many,high,high,low,single
2299047,4,T,USA,1,Crime,4.13582208101668,1259.0,1,few,high,high,high,single
2299492,4,T,USA,1,Documentary,3.4457831325301207,166.0,1,many,low,low,high,single
2299646,4,T,UK,1,Crime,3.0,1.0,0,many,low,low,low,single
2299999,4,T,USA,0,Adventure,3.1875,16.0,0,few,low,low,low,single
2300104,3,T,USA,0,Adventure,2.849462365591398,186.0,1,many,low,low,low,single
2300162,3,T,USA,0,Drama,2.576923076923077,104.0,0,few,low,low,low,single
2300333,4,T,USA,1,Drama,3.6806167400881056,454.0,1,many,high,high,high,single
2300351,4,T,UK,1,Adventure,2.851449275362319,276.0,1,many,high,high,high,single
2300354,4,T,USA,1,Drama,3.520833333333333,144.0,1,few,high,low,high,single
2300450,4,T,USA,1,Documentary,4.4,5.0,0,few,high,high,low,multiple
2301689,4,T,USA,0,Documentary,4.0,1.0,0,many,high,high,low,single
2301991,2,T,UK,0,Comedy,3.5,12.0,0,few,low,high,low,single
2302051,4,T,UK,1,Drama,3.958677685950413,242.0,1,few,high,high,low,single
2302418,4,T,USA,0,Comedy,,,0,many,low,low,low,single
2302526,4,T,USA,1,Drama,3.3013698630136985,73.0,0,many,high,high,high,single
2302661,4,F,France,1,Comedy,3.844827586206896,58.0,0,many,high,high,low,single
2303621,4,T,USA,0,Comedy,1.9661016949152543,59.0,0,many,low,low,high,single
2303953,4,T,USA,0,Drama,2.4285714285714284,7.0,0,few,low,low,low,single
2304264,4,T,USA,1,Action,3.175392670157068,382.0,1,many,low,high,high,single
2304330,3,T,USA,1,Comedy,3.639671361502348,852.0,1,many,high,high,high,single
2305025,4,T,USA,0,Comedy,2.114754098360656,183.0,1,many,low,low,high,single
2305197,4,T,USA,0,Adventure,3.2673031026252985,419.0,1,many,low,high,high,single
2305466,4,T,USA,1,Adventure,3.75,12.0,0,many,low,low,low,single
2305587,4,T,USA,1,Action,3.588447653429603,554.0,1,few,high,low,high,single
2305931,3,T,USA,0,Adventure,3.743440233236152,343.0,1,few,high,high,high,single
2305974,4,T,France,1,Adventure,2.93048128342246,374.0,1,many,low,high,high,single
2305976,4,T,USA,1,Action,3.1627906976744184,344.0,1,many,high,low,high,single
2306194,4,T,USA,1,Action,3.451586655817738,1229.0,1,many,high,low,high,single
2306197,4,T,USA,1,Action,2.3813387423935093,493.0,1,many,low,high,high,single
2306201,4,T,USA,1,Action,1.9405940594059403,202.0,1,many,low,low,low,single
2307015,4,T,other,0,Comedy,2.8181818181818183,88.0,0,many,high,low,low,single
2307071,2,T,USA,0,Other,3.097560975609756,41.0,0,few,low,low,low,single
2307228,3,T,USA,1,Drama,3.9433126660761735,1129.0,1,many,high,low,high,single
2307246,3,T,USA,1,Drama,3.177528089887641,445.0,1,many,high,high,high,single
2307247,3,T,USA,1,Drama,2.8753117206982544,401.0,1,many,low,high,high,single
2307248,4,T,USA,0,Drama,2.6453333333333333,375.0,1,many,low,high,high,single
2307289,4,T,USA,1,Drama,2.102189781021898,274.0,1,many,low,low,high,single
2307534,4,T,USA,0,Documentary,4.073934837092732,798.0,1,few,high,high,low,single
2307985,3,T,USA,1,Horror,2.3095238095238093,42.0,0,many,low,low,low,single
2308229,2,T,USA,1,Comedy,4.216470588235294,425.0,1,few,high,high,high,single
2308305,4,F,France,1,Drama,2.625,32.0,0,many,low,low,low,single
2308476,3,T,other,1,Action,3.6892193308550185,1345.0,1,few,high,high,high,single
2308720,4,T,USA,1,Drama,3.400835073068893,479.0,1,many,high,high,high,single
2308725,4,T,UK,1,Crime,3.3675213675213675,117.0,0,few,high,low,high,single
2308730,4,T,USA,1,Action,3.1419939577039275,331.0,1,many,low,low,high,single
2308758,3,T,UK,1,Drama,3.915730337078652,356.0,1,few,high,high,high,single
2308889,4,T,other,0,Crime,3.566265060240964,83.0,0,many,high,high,low,single
2308916,4,T,USA,0,Comedy,3.047745358090186,754.0,1,many,low,low,high,single
2309076,4,T,UK,1,Action,3.5272952853598016,806.0,1,many,high,high,high,single
2309334,3,T,UK,1,Drama,3.92,25.0,0,few,high,high,low,single
2309427,4,T,USA,1,Comedy,3.142857142857143,35.0,0,many,low,high,low,single
2309617,2,T,USA,0,Crime,3.895287958115184,191.0,1,few,high,high,low,single
2310074,4,T,USA,1,Comedy,3.8333333333333335,36.0,0,many,high,low,high,single
2310119,3,T,USA,1,Drama,3.818820224719101,712.0,1,few,high,high,high,single
2310159,4,T,UK,1,Comedy,3.9846153846153847,325.0,1,few,high,high,low,single
2310222,4,F,France,0,Drama,3.6,35.0,0,few,high,high,low,multiple
2310236,4,T,USA,1,Action,3.492063492063492,126.0,0,many,high,low,high,single
2310265,4,F,France,1,Drama,2.75,4.0,0,few,high,high,low,single
2310722,4,T,UK,1,Comedy,2.6842105263157894,19.0,0,few,low,low,low,single
2310724,3,T,USA,1,Drama,3.2857142857142856,14.0,0,few,low,low,low,single
2310851,4,F,other,1,Drama,2.0,1.0,0,few,high,high,low,single
2310980,4,T,USA,1,Crime,3.608695652173913,345.0,1,many,high,high,high,single
2311011,3,T,USA,1,Drama,2.5294117647058822,34.0,0,few,high,low,low,single
2311879,4,T,USA,1,Drama,3.658119658119658,117.0,0,many,high,high,low,single
2311916,4,T,other,0,Crime,,,0,few,low,low,low,single
2312022,4,T,USA,1,Documentary,3.615546218487395,476.0,1,many,high,high,high,single
2312345,4,T,USA,1,Action,3.347619047619048,420.0,1,many,low,low,high,single
2312692,3,T,USA,0,Action,4.0,220.0,1,few,high,high,high,single
2312819,3,T,USA,1,Action,2.9407407407407407,135.0,1,many,low,high,high,single
2312852,4,T,USA,1,Comedy,3.12,650.0,1,many,low,low,high,single
2312897,4,T,USA,1,Action,3.4228855721393034,201.0,1,many,high,high,high,single
2313047,4,T,USA,0,Drama,4.0,1.0,0,few,low,low,low,single
2313093,4,T,USA,1,Action,3.382239382239382,259.0,1,many,low,low,high,single
2313464,4,T,USA,1,Action,3.566188197767145,627.0,1,many,high,low,high,single
2313519,4,T,USA,0,Comedy,3.841673502871206,1219.0,1,many,high,high,high,single
2313912,4,T,USA,0,Comedy,3.4610526315789474,475.0,1,many,high,high,high,multiple
2314869,4,T,USA,1,Comedy,2.6,30.0,0,many,low,low,low,single
2315269,4,T,USA,1,Comedy,3.618705035971223,139.0,1,many,high,high,low,single
2316009,2,T,UK,0,Other,3.703703703703704,54.0,0,few,high,high,low,single
2316029,2,T,USA,1,Action,3.820224719101124,89.0,0,few,high,high,low,single
2316046,2,T,USA,1,Comedy,3.964383561643836,365.0,1,few,high,high,high,single
2316049,4,T,other,1,Comedy,3.410480349344978,458.0,1,many,low,high,high,single
2316115,3,F,other,1,Documentary,4.0,3.0,0,many,high,high,low,single
2316742,4,T,UK,1,Drama,3.75,100.0,0,many,high,high,low,single
2316800,4,T,USA,0,Comedy,3.32,25.0,0,few,low,low,low,single
2316801,4,T,USA,1,Drama,3.294117647058824,17.0,0,few,low,low,low,single
2318730,2,T,USA,0,Animation,3.066666666666667,15.0,0,few,high,high,high,multiple
2318736,4,F,France,1,Comedy,,,0,many,low,low,low,single
2319753,4,F,France,1,Drama,1.0,1.0,0,many,high,high,low,single
2320925,4,F,other,1,Drama,3.0,1.0,0,many,low,low,low,single
2321221,4,F,France,1,Drama,3.95,20.0,0,many,high,high,low,single
2321373,4,T,UK,1,Adventure,2.6681614349775784,223.0,1,few,low,low,high,single
2321444,2,T,USA,1,Adventure,3.3793103448275863,29.0,0,many,high,high,low,single
2321525,4,T,USA,1,Comedy,1.0,7.0,0,few,low,low,low,single
2321649,4,F,other,1,Comedy,3.6666666666666665,3.0,0,few,high,high,low,single
2322051,4,T,other,1,Drama,3.212121212121212,33.0,0,many,low,low,low,single
2323351,3,T,UK,0,Adventure,2.443609022556391,133.0,1,few,high,high,low,multiple
2324074,4,T,UK,0,Comedy,3.7204301075268815,186.0,1,few,high,high,high,single
2324123,4,T,USA,1,Action,4.337481146304675,2652.0,1,many,high,high,high,single
2324198,4,T,USA,1,Drama,4.0,4.0,0,few,high,high,low,single
2324383,4,T,USA,1,Comedy,4.017505470459518,914.0,1,many,high,high,high,single
2325153,4,T,USA,0,Comedy,3.0114192495921697,613.0,1,many,low,low,high,single
2325529,4,T,USA,1,Drama,3.713513513513513,555.0,1,many,high,high,high,single
2325646,3,F,other,1,Drama,,,0,few,low,low,low,single
2325897,4,T,USA,1,Documentary,4.510416666666667,2304.0,1,many,high,high,high,single
2325936,4,T,USA,1,Comedy,3.816326530612245,49.0,0,many,high,high,high,single
2325949,4,F,other,1,Drama,5.0,1.0,0,many,high,high,low,single
2326309,4,T,USA,1,Comedy,2.918918918918919,74.0,0,many,low,low,high,single
2327740,4,T,USA,1,Crime,3.5756207674943568,886.0,1,many,high,low,high,single
2327746,4,T,USA,1,Horror,2.975824175824176,455.0,1,many,low,low,high,single
2327747,4,T,USA,1,Horror,2.734375,576.0,1,many,low,low,high,single
2327816,4,T,other,1,Action,2.853932584269663,178.0,1,few,low,low,high,single
2328405,4,T,USA,0,Comedy,2.533333333333333,60.0,0,many,low,low,high,multiple
2328488,4,T,USA,1,Comedy,3.478682170542636,516.0,1,many,high,high,high,single
2328882,4,T,USA,1,Crime,4.106420404573439,1137.0,1,many,high,high,high,single
2329335,4,T,USA,1,Comedy,3.977777777777778,720.0,1,many,high,high,high,single
2329715,4,T,UK,1,Drama,3.5,2.0,0,many,high,high,low,single
2330057,2,T,UK,0,Drama,3.526315789473684,19.0,0,few,high,high,low,single
2330470,4,T,France,1,Drama,4.037974683544304,474.0,1,many,high,high,low,single
2332489,4,T,USA,1,Documentary,3.067901234567901,162.0,1,many,low,low,high,single
2333344,4,T,other,0,Adventure,2.4489795918367347,49.0,0,many,low,low,high,single
2333494,4,T,USA,1,Drama,4.027544910179641,835.0,1,few,high,high,high,single
2333527,4,T,USA,1,Comedy,2.763636363636364,55.0,0,many,low,low,high,single
2334512,4,T,USA,0,Comedy,3.0488431876606685,389.0,1,many,low,low,low,single
2334625,3,T,USA,1,Documentary,3.981818181818182,495.0,1,many,high,high,high,single
2334876,4,T,USA,0,Adventure,3.126436781609196,87.0,0,many,low,low,high,single
2335038,4,T,USA,1,Action,3.010752688172043,93.0,0,many,low,high,high,single
2335264,4,F,France,0,Crime,3.4,5.0,0,few,high,high,low,single
2335400,1,T,USA,0,Comedy,4.0,5.0,0,few,high,high,low,single
2335431,3,T,USA,1,Drama,4.254545454545455,165.0,1,few,high,high,high,single
2335622,4,T,USA,1,Adventure,3.4281767955801103,362.0,1,many,high,high,high,single
2336864,4,T,USA,1,Drama,3.613879003558719,562.0,1,few,high,high,high,single
2337754,4,T,USA,0,Comedy,2.5428571428571427,140.0,1,many,low,low,high,single
2338199,4,T,USA,1,Action,2.736842105263158,19.0,0,many,low,low,high,single
2338375,2,T,USA,1,Horror,4.2703862660944205,233.0,1,few,high,high,low,single
2338484,4,T,UK,1,Documentary,3.835664335664336,286.0,1,many,high,high,high,single
2338685,4,T,USA,1,Drama,3.24,25.0,0,few,low,low,low,single
2338707,3,T,USA,1,Action,3.414414414414414,222.0,1,many,low,low,high,single
2338708,4,T,other,1,Action,3.2422802850356294,421.0,1,many,low,low,high,single
2338711,3,T,USA,1,Action,2.586206896551724,29.0,0,few,low,low,high,single
2338714,3,T,USA,1,Action,2.727272727272727,44.0,0,few,low,low,high,single
2338941,4,T,USA,0,Comedy,2.917525773195876,97.0,0,many,low,low,low,single
2338963,4,T,USA,1,Comedy,4.127956081081081,2368.0,1,many,high,high,high,single
2339096,2,T,USA,1,Comedy,4.1657142857142855,175.0,1,few,high,high,low,single
2339103,4,F,other,1,Comedy,4.137142857142857,350.0,1,many,high,high,high,single
2339111,4,T,UK,0,Crime,3.8937728937728937,273.0,1,few,high,high,high,single
2339246,3,T,USA,1,Drama,3.238095238095238,273.0,1,many,low,high,high,single
2339347,2,T,USA,1,Drama,3.839344262295082,305.0,1,few,high,high,low,single
2339477,4,T,USA,1,Action,3.654867256637168,791.0,1,many,low,low,high,single
2339491,4,T,UK,1,Adventure,1.6666666666666667,33.0,0,few,low,low,low,single
2340287,4,T,USA,1,Crime,3.0,12.0,0,few,low,low,low,single
2341003,4,T,USA,0,Comedy,3.051219512195122,410.0,1,many,low,low,high,single
2341046,4,T,USA,0,Comedy,3.4,210.0,1,few,low,low,high,single
2341100,4,T,France,1,Drama,2.869047619047619,84.0,0,many,low,low,low,single
2341160,4,T,USA,1,Comedy,2.9785407725321886,233.0,1,few,low,low,high,single
2341171,4,T,USA,1,Comedy,1.9363057324840764,157.0,1,many,low,low,high,single
2341509,4,F,France,1,Comedy,3.583333333333333,24.0,0,many,high,high,low,single
2342626,1,T,USA,0,,3.324324324324324,37.0,0,many,high,high,high,multiple
2342997,4,T,other,1,Documentary,3.809872029250457,547.0,1,many,high,high,high,single
2344403,4,T,UK,1,Comedy,3.533333333333333,30.0,0,many,low,low,low,single
2344573,4,T,UK,1,Action,2.0,6.0,0,many,low,low,high,single
2344675,4,T,USA,1,Comedy,3.8172757475083055,301.0,1,many,high,high,high,single
2345354,4,T,France,1,Drama,2.0506912442396312,217.0,1,many,low,low,high,single
2345742,4,F,other,1,Action,3.106060606060606,66.0,0,many,low,low,high,multiple
2346707,4,F,other,0,Drama,4.666666666666667,9.0,0,few,high,high,low,single
2346713,4,F,other,1,Comedy,,,0,many,low,low,low,single
2346939,4,T,UK,1,Documentary,3.5526315789473686,304.0,1,many,high,high,low,single
2348226,4,T,USA,1,Drama,3.1,20.0,0,few,low,low,high,single
2349123,4,T,USA,1,Comedy,3.608910891089109,202.0,1,many,high,high,high,single
2349163,4,T,other,0,Action,2.25,4.0,0,few,low,low,low,single
2349269,4,T,UK,1,Comedy,2.4761904761904763,21.0,0,many,low,low,low,single
2349430,4,T,other,0,Comedy,2.739130434782609,115.0,0,many,low,low,low,single
2349784,3,T,UK,1,Action,3.2735849056603774,106.0,0,few,low,low,low,single
2350234,2,T,USA,1,Comedy,4.2836218375499335,751.0,1,few,high,high,low,multiple
2350339,4,T,USA,1,Drama,3.10730593607306,438.0,1,few,low,low,high,single
2350378,4,T,USA,1,Comedy,3.4825174825174825,429.0,1,many,low,high,high,single
2350992,4,T,other,1,Comedy,3.077294685990338,207.0,1,few,low,low,low,single
2351245,4,T,USA,1,Comedy,3.1681681681681684,666.0,1,many,low,low,high,single
2351246,4,T,USA,1,Comedy,2.53960396039604,202.0,1,many,low,low,high,single
2351693,4,T,USA,1,Action,2.910828025477707,471.0,1,many,low,low,high,single
2351717,4,T,USA,1,Comedy,3.8222222222222224,315.0,1,many,high,low,high,single
2351845,4,T,USA,1,Comedy,3.5,2.0,0,few,low,low,low,single
2351885,2,T,USA,0,Comedy,2.1666666666666665,6.0,0,few,high,high,low,single
2351904,4,T,USA,0,Action,3.3661971830985915,71.0,0,many,low,low,low,single
2351925,3,T,USA,0,Comedy,3.710709318497914,719.0,1,many,high,high,high,single
2352948,4,T,USA,1,Comedy,4.5,2.0,0,few,low,low,high,single
2353641,4,T,USA,1,Drama,3.48,25.0,0,many,high,low,low,single
2353781,4,T,USA,0,Comedy,3.0,1.0,0,few,low,low,low,single
2353895,4,T,USA,0,Comedy,1.5,8.0,0,few,low,low,low,single
2353900,4,T,USA,0,Horror,1.1428571428571428,7.0,0,few,low,low,low,single
2354011,4,T,USA,0,Comedy,3.5,2.0,0,few,low,low,low,single
2354219,3,T,USA,0,Horror,2.6333333333333333,30.0,0,many,low,low,low,single
2354226,3,T,USA,0,Comedy,3.97983870967742,744.0,1,few,high,high,high,single
2354247,4,T,USA,1,Crime,3.550802139037433,374.0,1,many,high,high,high,single
2354271,3,T,USA,0,Animation,3.710371819960861,511.0,1,few,high,high,high,single
2354392,4,T,USA,1,Comedy,3.760649087221095,986.0,1,many,low,low,high,single
2354396,4,T,USA,0,Drama,1.0,1.0,0,few,low,low,low,single
2354438,4,T,USA,0,Horror,2.3893805309734515,113.0,0,many,low,low,high,single
2354464,4,T,USA,1,Adventure,3.5173708920187794,1065.0,1,many,high,high,high,single
2354674,4,T,UK,1,Comedy,3.790948275862069,464.0,1,few,high,high,high,single
2354792,4,T,USA,1,Drama,4.208156329651657,1177.0,1,many,high,high,high,single
2354959,4,T,USA,1,Drama,2.218934911242604,169.0,1,many,low,low,high,single
2355275,4,T,USA,0,Comedy,1.9615384615384608,26.0,0,few,low,low,low,single
2355276,4,T,USA,0,Comedy,1.7333333333333334,15.0,0,few,low,low,low,single
2355303,4,T,USA,0,Comedy,3.3146067415730336,267.0,1,few,low,low,low,single
2355555,4,T,UK,1,Drama,2.0,1.0,0,many,high,low,low,single
2355625,4,T,USA,1,Action,2.81043956043956,364.0,1,many,low,low,high,single
2355661,4,T,USA,0,Comedy,3.3712737127371275,369.0,1,many,low,high,high,single
2355719,4,T,USA,0,Documentary,3.75,4.0,0,many,high,high,low,single
2355904,3,T,UK,1,Comedy,5.0,2.0,0,many,low,low,low,single
2356134,4,T,other,1,Action,3.279245283018868,265.0,1,few,low,high,high,single
2356224,4,T,other,1,Comedy,3.755868544600939,213.0,1,few,high,high,low,multiple
2356287,4,T,other,0,Comedy,3.809139784946237,372.0,1,few,high,high,high,single
2356460,4,F,France,1,Comedy,4.0,1.0,0,few,high,high,low,single
2356755,4,T,USA,1,Crime,2.7454545454545456,495.0,1,many,low,high,high,single
2357080,4,T,USA,1,Comedy,3.727772685609533,1091.0,1,many,high,high,high,single
2357240,4,T,USA,0,Crime,3.4545454545454546,11.0,0,many,low,high,high,single
2357424,4,T,USA,0,Adventure,2.2131147540983607,122.0,0,many,low,low,high,single
2357437,4,T,USA,1,Drama,3.412060301507537,398.0,1,many,high,high,high,single
2357543,2,T,USA,0,Animation,3.845347313237221,763.0,1,few,high,high,high,multiple
2357676,4,T,USA,1,Documentary,2.5,2.0,0,few,high,high,low,multiple
2357807,2,T,USA,0,Drama,3.625,8.0,0,few,high,high,low,multiple
2357857,4,T,USA,0,Comedy,3.3841642228739004,682.0,1,many,low,low,high,single
2358317,4,T,USA,1,Comedy,3.23013698630137,365.0,1,many,low,low,high,single
